"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
201803,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","B763","-",24,7677600
201803,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","-",39,6689280
201803,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-",176,25033462
201803,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","-",44,5970120
201803,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",94,13577400
201803,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A333","-",17,6933535
201803,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A332","-",13,5194088
201803,"ABC Aerolineas S.A. de C.V. dba Interjet","4O","ABC Aerolineas S.A. de C.V. dba Interjet","4O","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",16,2281782
201802,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",80,11543000
201802,"WOW Air","WW","WOW Air","WW","International","Europe","Passenger","Wide Body","Airbus","A333","-",3,1223565
201802,"WOW Air","WW","WOW Air","WW","International","Europe","Passenger","Narrow Body","Airbus","A321","-",8,1396848
201802,"WOW Air","WW","WOW Air","WW","International","Canada","Passenger","Narrow Body","Airbus","A321","-",1,174606
201802,"Volaris Airlines","Y4","Volaris Airlines","Y4","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",25,3637625
201802,"Volaris Airlines","Y4","Volaris Airlines","Y4","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",1,137789
201802,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Boeing","B789","-",27,11475000
201802,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Airbus","A346","-",18,10277946
201802,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-",1,425000
201802,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-",2,850000
201802,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",28,11900000
201802,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-",90,38250000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-",6,2550000
201802,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B788","-",25,9500000
201802,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B788","-",17,6460000
201802,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-",25,9500000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-",7,2660000
201802,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B773","-",1,554000
201802,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-",109,60386000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-",1,554000
201802,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B772","-",55,25300000
201802,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-",57,26220000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",134,59675000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-",1,320000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",159,35616000
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",509,100782000
201802,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",75,11797500
201802,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B739","-",5,786500
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",943,148323900
201802,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",51,7461300
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",870,127281000
201802,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",11,1609300
201802,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B738","-",24,3511200
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",194,28382200
201802,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B737","-",1,129200
201802,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",21,2986158
201802,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","-",35,4976930
201802,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1147,160614430
201802,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",15,2066835
201802,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","-",19,2617991
201802,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",45,6547725
201802,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-",2,275578
201802,"Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"Sun Country Airlines","SY","Sun Country Airlines","SY","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",4,585200
201802,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",21,3053100
201802,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",5,646000
201802,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A332","-",8,3174656
201802,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",151,21893600
201802,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",1053,134784000
201802,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",14,1049398
201802,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",9,674613
201802,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E170","-",29,2173753
201802,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",1090,81703130
201802,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",441,33056037
201802,"SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",70,5247432
201802,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",206,13802000
201802,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",12,804000
201802,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ2","-",54,2538000
201802,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-",1149,54003000
201802,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-",28,12777996
201802,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A343","-",28,11852037
201802,"Redding Aero Enterprises","bxr","Redding Aero Enterprises","bxr","Domestic","US","Freighter","Turbo Prop","Cessna","C208","-",20,170000
201802,"Qantas Airways","QF","Qantas Airways","QF","International","Australia / Oceania","Passenger","Wide Body","Boeing","B744","-",23,14588000
201802,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A343","-",1,418878
201802,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A333","-",11,4486405
201802,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","B748","-",16,12208000
201802,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A388","-",28,24169266
201802,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A346","-",28,15987916
201802,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B773","-",55,30470000
201802,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B772","-",1,460000
201802,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B772","-",1,575000
201802,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",21,16023000
201802,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B744","-",2,1304000
201802,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B789","-",26,11050000
201802,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-",1,470000
201802,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",338,57973084
201802,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",140,19983781
201802,"Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-",39,2928900
201802,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-",28,15512000
201802,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",119,8926513
201802,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",56,22469496
201802,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",7,1200640
201802,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",23,3283782
201802,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",27,3990355
201802,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",57,7777912
201802,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-",32,10432000
201802,"Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Airbus","A388","-",28,24136196
201802,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",72,39888000
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD90","-",14,1988000
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-",49,17150000
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-",32,10240000
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",201,39798000
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",239,37594700
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",79,11557700
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",45,7718361
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",2,284396
201802,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",13,1748266
201802,"Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",50,3758900
